#NAME	CopdIAA.1	CopdIAA.2	CopdIAA.3	CopdIAA.4	CopdPBS.1	CopdPBS.2	CopdPBS.3	CopdPBS.4	CtrlIAA.1	CtrlIAA.2	CtrlIAA.3	CtrlIAA.4	CtrlPBS.1	CtrlPBS.2	CtrlPBS.3	CtrlPBS.4
#CLASS	COPDIAA	COPDIAA	COPDIAA	COPDIAA	COPDPBS	COPDPBS	COPDPBS	COPDPBS	ControlIAA	ControlIAA	ControlIAA	ControlIAA	ControlPBS	ControlPBS	ControlPBS	ControlPBS
Kyat1	241	237	243	251	259	291	181	275	215	288	352	381	287	306	373	365
Kyat3	156	170	166	156	170	193	133	170	111	192	226	226	151	175	210	286
Kynu	54	62	60	124	135	92	71	94	38	36	35	62	24	43	46	69
L1cam	174	155	177	306	277	188	134	230	160	171	254	296	161	220	272	260
L1td1	4	2	2	4	10	4	4	2	1	8	2	5	3	0	8	14
L2hgdh	73	79	107	159	121	94	113	133	101	141	133	181	130	184	171	214
L3hypdh	102	53	99	117	63	94	96	56	73	101	106	118	97	74	104	190
L3mbtl1	0	1	0	0	7	0	0	2	1	2	2	0	0	0	1	1
L3mbtl2	452	389	436	564	484	447	402	509	313	365	535	644	349	486	546	505
L3mbtl3	272	340	359	466	396	325	268	403	376	428	442	573	335	373	440	564
L3mbtl4	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1
LOC102637012	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC665443	5	3	4	8	14	9	8	2	8	11	12	10	6	6	11	7
LTO1	467	337	425	439	435	490	367	496	408	476	618	564	432	563	493	490
Lacc1	115	144	139	262	169	145	138	135	103	82	122	131	91	92	106	197
Lactb	294	271	312	499	428	301	253	362	191	261	326	339	241	332	317	444
Lactb2	346	419	436	587	638	291	379	579	413	612	622	759	559	613	951	746
Lactbl1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Lad1	137	127	75	106	211	133	138	183	121	149	166	210	170	269	168	224
Lag3	96	45	38	87	139	70	54	62	35	30	28	50	33	60	32	95
Lage3	588	501	421	525	554	505	400	533	359	471	494	536	417	535	508	523
Lair1	236	254	237	491	398	221	198	246	67	85	110	159	91	204	98	184
Lalba	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lama1	23	9	26	54	25	24	80	41	29	27	40	92	20	57	22	41
Lama2	376	335	797	717	501	564	300	543	567	661	916	928	577	559	715	1094
Lama3	1551	1120	1959	3308	2797	2140	1708	2064	1973	2052	3494	3449	2571	1763	4126	2749
Lama4	985	957	1466	1463	981	1037	635	967	950	1222	1721	1703	1097	806	1251	1858
Lama5	2783	3397	4267	4516	3346	3120	2822	3159	2520	3237	4632	4929	2658	2815	4127	5004
Lamb1	1417	969	2330	2308	1419	1469	737	1680	1677	2193	3208	2906	2033	1878	2262	2881
Lamb2	4504	3976	5277	5815	4659	4573	4390	4550	4244	4662	7353	7796	4531	4748	6291	7230
Lamb3	2852	2850	3199	4556	4167	3876	3200	2964	2511	2886	3769	4521	3079	2376	4394	3461
Lamc1	3118	3060	4718	5462	3556	3252	2457	3601	3136	3379	5044	5622	3098	3383	4448	5662
Lamc2	4023	3633	4664	6068	5452	4883	4547	4329	4374	4564	5465	7241	4914	3990	6874	5111
Lamc3	159	78	213	182	123	236	219	163	208	194	379	444	197	338	300	856
Lamp1	17888	16533	16815	22914	21274	18643	14111	18830	15046	16214	19439	23815	15312	17884	20095	20358
Lamp2	4058	5023	4961	6996	6736	4251	3710	5333	4437	5656	7365	7094	5267	5840	6532	7513
Lamp3	5346	10997	7670	12233	12983	5942	7381	10119	6111	8503	7112	11098	7608	6982	10791	8442
Lamp5	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
Lamtor1	1919	1573	1544	2048	1827	2006	1621	1723	1272	1351	1802	2159	1210	2035	1678	2063
Lamtor2	1525	1533	1260	1867	1812	1626	1340	1723	1133	1321	1426	1573	1272	1658	1481	1454
Lamtor3	672	658	729	891	889	692	582	789	631	739	935	966	672	1003	814	829
Lamtor4	1162	1313	981	1355	1503	1306	1083	1234	708	873	1138	1129	829	1504	1001	1120
Lamtor5	1063	1005	872	1092	1208	1072	902	1045	798	876	1202	1064	811	1151	1025	1032
Lancl1	661	562	582	731	639	680	554	608	507	589	761	818	562	666	767	916
Lancl2	188	167	199	257	280	196	127	261	172	227	302	351	224	305	362	331
Lancl3	2	5	3	4	5	0	2	1	4	1	5	5	2	9	5	18
Lao1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
Lap3	998	883	695	1318	1327	1017	1159	1047	852	827	995	1532	924	1177	1128	1378
Laptm4a	12202	10588	11676	14084	12396	11664	10690	11638	10452	12643	16969	16852	11809	11988	15666	17283
Laptm4b	1249	947	1083	1398	1444	1314	1243	1242	1230	1407	1754	2007	1426	1580	1719	2083
Laptm5	11001	12927	9477	18085	16779	12609	10022	12205	4817	3986	6116	8174	4779	11134	6540	9871
Large1	432	466	552	604	564	566	385	535	415	474	587	744	382	374	550	760
Large2	127	103	144	175	158	140	121	136	71	131	139	190	107	91	136	153
Larp1	2362	2319	2601	3717	3498	2532	2531	3117	2499	2788	3514	4185	2811	4113	3679	3808
Larp1b	404	398	466	641	629	419	459	566	531	529	660	655	548	662	678	654
Larp4	415	462	533	683	702	324	382	586	531	713	821	737	611	744	722	868
Larp4b	2094	2465	2131	3057	3155	1824	2116	2704	2510	3310	3087	3334	2969	3593	3264	3558
Larp6	128	71	70	81	59	65	81	58	75	94	143	68	77	104	77	129
Larp7	315	265	273	438	436	255	236	410	313	411	408	468	379	526	485	479
Lars	1079	882	1019	1328	1210	997	774	1109	860	1000	1400	1448	964	1176	1223	1400
Lars2	143	93	137	196	149	165	121	148	113	129	212	277	119	158	173	236
Las1l	6	13	21	12	10	6	1	12	9	17	18	9	10	4	16	20
Lasp1	5634	4930	4787	7570	7158	6299	5092	6642	4469	5418	6554	8235	5456	6945	6190	5936
Lat	712	690	529	1212	1551	613	419	901	188	217	274	311	321	681	315	541
Lat2	326	292	218	398	446	270	190	287	90	100	131	107	136	261	88	286
Lats1	548	607	789	947	899	479	456	757	612	778	986	1155	718	846	992	1147
Lats2	1848	1352	2205	2294	1943	1551	1596	2152	1995	2175	3743	3414	2064	2312	2927	2490
Lax1	132	110	141	240	448	102	75	298	47	52	64	66	71	138	65	221
Layn	106	66	100	166	86	94	77	139	97	127	168	223	110	174	143	237
Lbh	4242	2323	3586	4485	3704	4065	2559	4008	1766	3256	3503	4188	2651	2927	2969	2774
Lbhd1	106	97	92	96	114	86	78	100	60	102	111	135	99	111	117	139
Lbhd2	2	3	3	33	14	27	13	8	0	1	1	0	2	4	0	2
Lbp	1631	2537	2284	3234	3074	2377	2033	2146	1251	1407	2029	2630	1414	1704	1568	2199
Lbr	888	864	1017	1155	1153	797	714	1167	841	1048	1560	1527	1027	1662	1386	1647
Lbx1	0	0	0	1	0	0	0	0	0	2	3	1	2	7	0	0
Lbx2	43	26	22	28	15	35	37	44	24	24	31	52	14	35	21	28
Lca5	72	61	66	132	131	73	65	154	106	233	197	175	178	123	164	190
Lca5l	27	33	24	32	29	25	16	32	14	51	47	24	42	15	29	54
Lcat	40	37	37	43	43	36	39	38	37	41	53	54	39	50	35	37
Lce1a1	2	1	0	0	1	1	0	0	1	3	0	0	0	2	2	0
Lce1c	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lce1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lce1h	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lce3c	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lce6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lck	660	331	352	1057	642	478	531	554	262	287	344	444	436	1048	473	718
Lclat1	591	517	781	1086	815	773	622	786	513	797	874	886	596	735	702	764
Lcmt1	470	403	333	528	466	420	341	427	342	403	470	505	322	434	455	511
Lcmt2	265	232	272	354	270	265	290	327	277	298	345	440	271	370	407	454
Lcn11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Lcn12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcn2	13965	40646	21789	72764	49145	37092	15220	22982	2521	2718	3400	5441	2958	4817	4359	4743
Lcn4	1	2	1	1	1	1	3	6	0	2	2	2	4	6	0	6
Lcn8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lcor	44	52	64	103	72	39	38	57	59	83	110	100	67	66	95	111
Lcorl	45	102	88	108	102	63	90	76	77	156	92	82	118	84	113	100
Lcp1	6041	6722	5856	11052	8941	6490	4741	7274	3349	3185	4862	6283	3810	9471	5077	6258
Lcp2	524	500	451	800	895	574	418	626	172	186	400	379	275	813	290	486
Lct	0	3	1	5	1	1	2	4	0	3	4	2	3	0	3	1
Lctl	0	0	0	0	0	0	3	0	0	1	1	1	0	0	1	79
Ldah	531	497	542	650	661	559	541	614	457	486	1012	852	486	701	660	611
Ldb1	2988	2584	2887	3208	3116	3045	2270	3032	2055	2844	3287	3115	2211	2828	2880	3317
Ldb2	938	462	854	958	811	682	381	1184	921	1057	1621	1686	922	1094	1287	1346
Ldb3	31	18	37	26	39	16	26	53	65	68	44	127	53	122	69	138
Ldha	8355	8705	7007	10806	10902	9537	8720	9112	7152	7124	8261	11584	7457	11987	8667	11699
Ldha-ps	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Ldha-ps2	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
Ldhal6b	1	0	2	2	3	1	1	0	2	0	1	0	0	0	2	0
Ldhb	3717	4354	2787	4531	4288	4669	3606	4075	3931	5257	6211	5961	5087	6609	5443	5246
Ldhc	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0
Ldhd	136	166	122	151	167	139	118	151	92	182	175	230	111	162	170	278
Ldlr	1588	1306	1481	1702	1788	1515	1218	1874	1153	1477	2174	2848	1353	1784	2344	2050
Ldlrad1	114	77	43	166	219	108	36	236	121	200	252	242	237	227	212	196
Ldlrad3	303	211	297	395	367	260	211	310	316	350	569	586	383	388	619	553
Ldlrad4	247	219	281	448	314	295	184	337	311	233	335	500	224	237	384	537
Ldlrap1	1356	1068	1337	1589	1298	1375	1164	1347	1019	1138	1467	1872	1024	1520	1396	1852
Leap2	3	1	1	2	0	2	5	0	1	1	1	1	3	1	0	3
Lect2	3	1	3	0	2	2	4	5	6	0	3	4	2	4	2	9
Lef1	130	87	144	149	122	101	40	181	108	96	190	147	139	241	173	307
Lefty1	55	48	44	36	45	56	39	56	33	56	60	71	48	58	42	67
Lefty2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	10
Lekr1	22	39	33	33	37	25	20	37	32	58	34	56	31	41	31	38
Lelp1	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0
Lemd1	21	75	36	85	65	63	18	35	0	4	0	1	0	0	0	0
Lemd2	1812	1506	1679	2228	1947	1912	1680	1904	1451	1633	1970	2285	1605	1929	2059	2246
Lemd3	349	347	453	578	507	338	267	584	367	521	613	728	455	481	681	739
Lenep	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Leng1	401	265	294	343	382	355	315	366	314	369	468	479	372	452	410	437
Leng8	972	1105	2094	1620	1135	1236	1060	1491	614	2005	1767	1600	1118	1454	1364	1598
Leng9	259	238	193	280	254	291	239	265	187	199	292	331	225	278	267	281
Leo1	279	287	290	503	450	312	315	483	308	345	460	558	374	475	422	401
Lep	0	0	0	0	1	1	7	4	0	1	0	2	0	0	4	306
Lepr	423	389	677	798	598	353	375	589	619	912	1039	998	747	671	866	1031
Leprot	2262	1978	2299	3066	2630	2164	1581	2654	1869	2253	2842	3256	1968	2322	2807	3318
Leprotl1	1210	1016	1152	1587	1525	1169	1001	1517	957	1070	1449	1613	1110	1441	1306	1447
Letm1	1230	993	1278	1631	1465	1353	1199	1480	1129	1257	1660	2083	1228	1692	1772	1967
Letm2	74	64	63	106	91	67	52	89	51	82	116	102	87	98	85	114
Letmd1	468	422	445	632	472	483	359	456	295	364	519	577	391	463	484	604
Lfng	1414	935	1107	1618	1504	1010	930	1555	764	1034	1736	1519	977	1547	1360	1456
Lgals1	3628	3854	2778	4734	4731	4143	5278	3730	2436	2369	3382	3839	2234	5338	3013	10258
Lgals1-ps2	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0
Lgals12	17	18	14	20	15	12	32	27	33	37	40	29	20	39	33	293
Lgals2	150	167	156	156	106	148	272	110	115	154	140	142	86	159	154	130
Lgals3	4839	4954	3975	6608	6273	5833	5547	4729	3733	3110	5169	5384	3417	7630	4762	4709
Lgals3bp	4980	4753	3527	6377	6200	6126	5162	4030	1599	1729	2621	3342	1879	2171	2196	4334
Lgals4	44	68	54	51	70	58	25	38	41	88	59	64	56	51	70	88
Lgals7	27	6	9	8	27	6	110	6	9	3	24	24	15	62	12	286
Lgals8	1004	1008	1082	1378	1148	935	912	1126	765	1023	1262	1461	884	1147	1230	1541
Lgals9	3906	3013	2154	2761	2363	3240	3206	2502	1923	1804	2695	3420	1659	2712	2439	3377
Lgalsl	421	399	620	665	532	390	346	565	619	887	1198	1129	700	908	993	1017
Lgi1	1	0	0	1	2	0	0	0	0	0	1	1	0	2	2	0
Lgi2	153	287	306	625	365	341	326	307	103	149	160	418	143	151	192	275
Lgi3	6213	6744	6416	7371	7633	7502	7611	7102	4495	6159	6544	11605	5695	5377	9318	7431
Lgi4	45	34	49	56	42	69	33	43	78	53	51	91	53	26	55	134
Lgmn	2974	3125	3041	4627	4314	3651	2707	3293	1975	2190	2614	3290	2352	2720	2930	3257
Lgr4	84	123	137	183	167	68	85	138	100	142	197	174	108	122	157	274
Lgr5	0	5	7	10	4	4	8	8	4	6	7	5	1	1	4	44
Lgr6	29	12	29	43	290	18	7	114	51	102	52	132	123	39	132	450
Lgsn	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0
Lhb	30	38	9	35	52	69	27	52	25	71	43	76	72	81	54	49
Lhcgr	1	0	1	0	3	1	0	1	2	3	2	4	3	0	1	1
Lhfp	2408	1806	2863	3003	2011	2398	1554	2513	3055	3097	4698	4147	2896	2864	4084	4300
Lhfpl1	0	1	1	1	1	1	0	5	0	2	1	0	2	3	1	2
Lhfpl2	184	254	224	417	379	293	222	301	86	117	145	237	76	151	134	193
Lhfpl3	7	12	4	5	7	5	10	7	3	4	6	6	7	6	3	16
Lhfpl4	26	22	25	48	26	20	14	42	56	58	46	73	35	51	58	60
Lhfpl5	1	0	1	3	5	0	0	1	1	2	1	4	2	1	1	2
Lhpp	266	249	201	269	289	293	264	218	185	185	237	287	197	266	282	303
Lhx1	1	4	2	3	3	0	1	1	0	2	1	4	5	5	2	0
Lhx1os	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lhx2	0	0	0	1	0	0	1	2	0	0	1	2	1	0	1	2
Lhx5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Lhx6	110	87	73	98	104	82	110	82	68	66	106	86	90	94	101	108
Lhx8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Lhx9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lias	443	464	448	571	526	450	362	530	378	528	546	583	411	549	518	663
Lif	82	57	63	91	101	104	93	69	37	65	61	73	37	74	53	46
Lifr	1068	1066	1925	1481	1159	958	756	1441	1092	1691	2344	2408	1347	1622	1807	1965
Lig1	354	313	276	444	361	359	314	347	204	265	325	444	257	425	373	459
Lig3	370	312	355	469	398	376	311	418	329	411	530	613	365	507	496	520
Lig4	68	75	69	97	115	38	86	92	72	111	84	97	82	138	106	108
Lilr4b	177	300	304	369	245	146	185	189	63	114	228	130	113	411	140	178
Lilra5	86	82	92	296	156	97	119	130	64	55	54	144	42	58	106	139
Lilra6	32	35	38	55	44	35	22	38	17	25	66	28	29	154	46	27
Lilrb4a	152	309	273	316	272	106	213	191	60	144	326	108	141	428	143	107
Lim2	2	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0
Lima1	1550	1383	1876	2076	1857	1410	1507	1896	1491	1662	2098	2741	1571	2113	2134	2496
Limch1	10724	7489	11615	15138	11014	9199	7399	11430	14380	15608	20926	19873	16977	11219	21409	17539
Limd1	1371	1317	1511	1951	1719	1518	1152	1596	1191	1405	1954	1997	1319	1897	1794	1833
Limd2	4836	3989	3359	4908	4739	4665	3464	4292	2391	2760	3630	4044	3236	4036	3748	3765
Lime1	255	256	191	254	286	240	192	250	118	238	210	155	154	328	178	212
Limk1	674	426	527	707	588	613	515	703	783	689	1045	1184	698	1171	1012	1192
Limk2	1552	1618	1512	1968	1989	1772	1163	1824	1241	1631	2025	2394	1548	1757	2123	2156
Lims1	1383	1236	1731	2320	1769	1280	942	1885	1774	2137	2385	2604	2082	1899	2519	2273
Lims2	2596	1468	2075	2195	1972	2261	1928	2168	2892	2886	4341	4277	3115	3328	3911	4304
Lin28a	2	9	4	6	3	2	5	5	0	1	9	1	4	9	3	1
Lin37	351	314	217	332	360	396	299	303	224	232	318	328	264	392	343	302
Lin52	277	209	252	279	311	237	150	308	226	350	384	440	333	297	410	373
Lin54	110	150	169	237	230	106	110	174	153	188	273	277	157	171	238	286
Lin7a	0	2	1	0	0	2	1	0	1	0	1	2	0	1	0	1
Lin7b	2	3	2	4	1	1	1	2	3	1	3	7	2	2	0	3
Lin7c	1069	1073	1204	1720	1595	701	787	1443	1260	1831	1897	1678	1694	1529	1792	1818
Lin9	35	56	58	68	90	41	37	73	50	72	60	75	61	74	73	83
Lingo1	144	106	136	141	193	173	271	125	81	84	136	159	60	70	100	229
Lingo2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lingo4	20	14	24	24	49	22	9	31	2	7	6	10	8	4	5	7
Lins1	142	155	147	189	206	142	126	194	93	137	196	221	156	232	194	184
Lipa	1147	1015	1442	2086	1730	1381	1083	1457	878	864	1151	1594	827	1023	1123	1485
Lipc	14	12	10	20	12	16	13	19	11	11	7	11	8	23	19	20
Lipe	1536	1118	1363	1412	1264	1427	1147	1652	1460	1658	2295	2335	1401	3236	1968	4405
Lipf	6	11	9	30	15	9	11	10	12	2	8	18	0	10	7	23
Lipg	333	239	629	544	359	351	102	587	623	698	1089	1065	560	910	859	992
Liph	903	722	803	1110	1370	1010	732	1135	791	1247	1439	1430	1231	1314	1505	941
Lipm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipn	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Lipo2	1	2	1	1	0	0	1	1	1	3	1	0	1	1	1	3
Lipo3	279	325	425	705	517	274	293	425	422	525	633	675	433	461	586	556
Lipt1	44	55	51	60	56	66	53	52	33	56	68	85	61	72	58	71
Lipt2	89	60	64	101	102	91	74	95	45	69	109	108	88	97	89	124
Litaf	1843	1911	1719	2549	2288	1917	1784	1875	1536	1386	1858	1969	1429	3237	1708	2285
Lix1	14	18	24	30	23	25	24	24	20	26	27	36	15	18	23	25
Lix1l	929	650	876	1025	669	838	587	875	902	952	1274	1289	780	1008	1065	1495
Lkaaear1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Llcfc1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Llgl1	900	957	999	1248	1144	1035	748	1099	724	930	1131	1335	825	1060	1148	1224
Llgl2	1520	1247	1484	1895	1739	1864	1516	1541	1102	1386	1884	2339	1402	1475	2052	1820
Llph	459	466	376	634	619	384	448	526	499	566	578	611	543	707	668	668
Llph-ps1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Llph-ps2	192	192	175	307	339	183	176	294	190	243	271	278	274	355	308	354
Lman1	1122	1109	1479	2016	1816	1219	1185	1702	1490	1694	2222	2536	1538	1813	2026	2486
Lman1l	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
Lman2	3981	3485	3751	5189	4836	4332	3926	4508	3495	3663	4860	6061	3479	5137	4689	5704
Lman2l	676	625	576	892	947	754	793	805	770	788	810	1208	806	908	991	954
Lmbr1	242	237	324	312	246	222	190	273	247	303	405	418	268	291	336	432
Lmbr1l	384	328	362	399	419	418	265	387	276	339	457	314	323	501	391	399
Lmbrd1	985	1025	1309	1588	1383	1001	869	1317	1035	1352	1982	1917	1199	1456	1781	2137
Lmbrd2	290	337	354	554	524	244	268	399	357	500	538	572	504	441	572	507
Lmcd1	287	167	297	288	206	272	184	287	337	224	458	429	327	412	345	887
Lmf1	437	330	362	524	486	466	398	436	365	369	496	671	359	518	470	578
Lmf2	1378	1074	1554	1774	1568	1613	1268	1574	1236	1268	1745	2228	1145	1592	1654	1971
Lmln	74	71	81	112	127	69	57	109	80	131	139	178	94	132	135	130
Lmna	4931	3836	4565	5965	4313	5770	5244	4559	4037	3844	4769	6205	3537	5278	4900	5384
Lmnb1	535	556	411	782	659	464	433	637	316	424	514	615	473	971	577	680
Lmnb2	346	257	286	430	404	333	337	345	324	353	422	570	327	439	433	483
Lmntd1	43	15	18	31	20	25	6	32	48	35	53	43	37	45	47	61
Lmntd2	16	26	23	22	25	28	15	20	9	25	24	19	13	18	28	24
Lmo1	96	97	66	74	77	109	68	90	80	56	68	67	96	118	73	102
Lmo2	1045	796	1149	1165	931	964	692	1129	597	653	883	1063	568	931	845	960
Lmo3	0	1	0	0	1	0	4	0	2	0	0	0	1	0	0	7
Lmo4	1555	1948	1556	2543	2279	1659	1310	1946	1226	1508	1889	1962	1400	1960	1947	1987
Lmo7	9472	5948	8558	11004	10552	7802	6763	10179	9344	11464	13980	15200	11793	10190	17116	11978
Lmod1	113	113	156	148	102	141	114	165	171	203	269	308	233	188	270	220
Lmod2	8	6	13	8	10	2	9	10	22	16	6	47	23	30	27	93
Lmod3	1	2	2	2	0	1	1	1	2	4	2	4	1	7	4	3
Lmtk2	1198	1061	1562	2054	1851	1285	1375	1749	1346	1456	2190	3025	1545	1513	2457	2088
Lmtk3	2	5	5	5	2	4	6	2	2	9	6	4	3	8	10	3
Lmx1a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Lmx1b	1	2	1	6	11	3	3	11	9	9	12	3	8	3	11	9
Lncbate1	0	1	0	1	0	0	7	0	0	0	0	0	1	0	0	30
Lncenc1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lncpint	6	12	21	13	8	14	6	14	10	13	16	15	9	7	7	26
Lncppara	37	39	68	46	32	35	18	27	27	27	41	49	15	56	33	69
Lnpep	1097	1284	1709	2238	1814	1002	907	1610	1096	1594	2292	1983	1406	1600	1660	2294
Lnpk	76	85	79	124	119	49	59	99	74	103	133	110	97	142	92	126
Lnx1	49	46	33	80	62	52	37	60	50	66	83	91	81	78	59	89
Lnx2	667	708	765	1028	774	622	571	878	781	780	1234	1229	843	930	1082	1402
Lockd	26	40	30	36	37	27	32	28	33	19	22	48	25	41	21	27
Lonp1	1646	1269	1448	1728	1624	1713	1486	1654	1433	1543	2001	2272	1447	1826	1959	2094
Lonp2	1312	1131	1292	1823	1604	1473	1137	1544	1020	1281	1693	1996	1182	1631	1664	1864
Lonrf1	140	150	151	210	193	147	138	204	163	180	192	218	203	173	203	217
Lonrf2	8	9	7	8	7	2	1	2	6	7	12	11	12	7	3	20
Lonrf3	71	60	70	101	116	75	77	87	96	91	162	140	113	100	154	134
Lor	33	21	20	28	43	38	51	15	32	42	36	45	27	39	62	40
Lox	843	859	1802	1682	1366	890	698	1090	1104	1653	2061	1412	1558	1988	1547	2086
Loxhd1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1
Loxl1	2963	2175	3561	4006	2461	3320	2529	2471	2332	2548	2964	3708	2015	2613	2625	3924
Loxl2	627	686	789	941	507	649	585	680	724	754	903	1142	572	619	763	1298
Loxl3	132	120	158	193	127	160	136	152	112	120	178	221	111	131	135	270
Loxl4	102	103	123	135	61	91	93	81	127	154	213	162	107	151	156	258
Lpar1	333	242	341	432	406	238	227	406	524	675	814	667	638	582	580	654
Lpar2	150	109	126	147	138	158	178	150	131	137	208	223	128	233	178	282
Lpar3	316	319	369	478	417	379	245	394	237	426	478	490	411	540	389	447
Lpar4	10	14	14	4	5	4	12	12	10	16	7	11	16	6	19	28
Lpar5	29	27	26	34	52	37	51	20	9	17	26	15	19	31	19	36
Lpar6	150	196	239	341	332	120	127	219	124	173	210	171	139	199	141	207
Lpcat1	13569	16488	13617	17066	16602	15283	11773	15557	6754	9237	9659	15955	7713	8211	13308	10393
Lpcat2	288	268	245	389	367	278	226	275	100	135	205	181	157	276	193	246
Lpcat2b	2	0	0	5	5	4	0	2	0	0	2	1	0	0	1	6
Lpcat3	1074	1062	1164	1682	1347	1248	1156	1228	867	987	1335	1893	917	1224	1327	1752
Lpcat4	586	479	422	618	797	542	517	736	343	497	679	672	579	752	508	739
Lpgat1	1060	970	1337	1864	1469	1009	842	1424	1310	1678	1862	2123	1390	1600	1527	1792
Lpin1	617	549	635	856	691	616	411	668	963	787	1477	1262	993	1001	1141	2337
Lpin2	3124	2528	2996	3583	3810	2889	2348	3650	5045	5246	6972	6931	5685	6055	7347	7031
Lpin3	168	142	218	228	193	190	144	178	158	255	345	403	252	211	303	321
Lpl	1982	3435	3618	4234	4612	2321	2831	3701	2259	3899	3918	4652	3324	3257	4001	8370
Lpo	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Lpp	909	1147	1559	1813	1492	1122	974	1386	1130	1571	2072	2090	1341	1276	1749	2079
Lppos	84	70	75	96	103	90	70	86	61	73	84	101	68	86	61	79
Lpxn	218	278	196	369	439	230	184	260	90	79	140	129	110	297	104	237
Lrat	308	315	661	461	174	316	430	339	777	917	846	1521	620	526	428	275
Lrba	810	876	1047	1480	1198	810	615	1049	837	1096	1431	1637	986	1070	1330	1627
Lrch1	883	644	1005	1246	1026	805	583	1041	941	890	1267	1452	976	838	1554	1578
Lrch2	9	9	16	16	6	2	8	6	16	25	17	19	16	7	19	62
Lrch3	392	298	637	583	436	336	355	480	456	327	683	719	387	468	721	939
Lrch4	1757	1584	1443	2233	2180	2099	1652	1797	1157	1171	1649	2060	1569	1722	1775	1980
Lrcol1	2	2	1	1	1	3	4	6	0	2	1	2	4	5	3	1
Lrfn1	84	53	65	113	93	81	60	86	46	68	98	107	70	65	90	92
Lrfn2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Lrfn3	128	103	158	172	136	149	123	127	111	130	195	239	117	200	175	238
Lrfn4	502	515	516	705	653	680	484	630	404	594	654	902	522	723	670	785
Lrfn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrg1	6308	11141	8362	13632	12253	13153	7447	8956	2909	2428	4553	6113	3026	7587	3757	4243
Lrguk	57	68	39	147	168	78	33	151	124	236	190	210	202	196	173	230
Lrif1	89	128	121	134	150	70	114	115	121	228	179	123	160	171	122	144
Lrig1	419	490	489	728	793	531	314	559	508	632	716	823	636	604	826	1035
Lrig2	294	277	412	412	348	294	208	380	268	380	431	488	351	326	388	532
Lrig3	142	152	197	245	221	193	110	201	152	207	278	283	196	170	216	355
Lrit1	0	3	1	0	2	0	0	0	0	1	1	1	0	0	2	1
Lrit2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Lrit3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1
Lrmda	137	124	112	166	152	166	35	114	95	62	25	96	120	29	138	165
Lrmp	254	196	242	349	433	263	188	306	104	101	198	177	149	351	141	390
Lrp1	7236	7623	11804	13782	8458	7839	7244	7780	7336	7773	14586	13089	7958	9388	9489	17084
Lrp10	5010	4312	5056	6684	5776	5853	5127	5170	3785	4021	5735	7197	4204	5610	5797	6827
Lrp11	128	101	113	180	138	84	109	142	141	155	167	247	109	162	152	183
